proteinA_entrezid,proteinB_entrezid,databases
2932,5533,bioplex|HIPPIE
27185,154743,intact
1440,2908,encode
1956,2289,APID|intact|instruct
4524,7391,encode
2908,8366,encode
2932,84223,instruct|APID|biogrid|mint|intact|pina
22872,27185,intact
2932,4731,qubic
3358,10560,bioplex
9320,27185,intact
2908,3163,instruct|APID|biogrid|mint|intact|pina
3350,3356,intact
2932,4610,PhosphoSP|KinomeNetX
8997,27185,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|pina
2908,5591,inweb
4524,26121,bioplex
4524,51691,instruct|APID|biogrid|intact|pina
2908,55588,encode
2908,7332,APID|biogrid|litbm17|inweb|pina
2908,8553,encode
3569,5966,innatedb
421,2908,signalink
3358,8777,instruct|APID|biogrid|HINT-binary|litbm17|inweb|pina|HINT-complex
4067,7124,inweb
2908,122704,encode
1813,56834,mint|intact
2670,286530,bioplex|HIPPIE
7124,7857,pina|APID|intact
4684,27180,bioplex|HIPPIE
627,5885,encode
2908,80072,encode
2932,23136,HIPPIE
27185,80349,intact
2908,6337,encode
2932,22841,qubic
3553,4790,innatedb
27185,84074,intact
2908,3852,encode
1312,80346,intact|hiunion
364,1312,intact
506,27185,intact
2908,154141,qubic
3358,80723,bioplex
1050,2908,pina|inweb|HIPPIE
1022,2289,bioplex|HIPPIE
27185,57498,intact
4915,7022,signalink
2289,3299,HINT-binary
2932,8543,instruct|APID|biogrid|mint|intact|pina
1312,51341,encode
1387,7422,inweb
2932,54541,inweb
3358,128486,bioplex
3569,23476,innatedb
1407,9575,qubic|APID|biogrid|inweb
2932,6251,instruct|APID|biogrid|mint|intact|pina
3350,5978,encode
1062,6532,qubic
1813,6696,mint|intact
4758,27185,intact
2932,5591,inweb
2932,7392,PhosphoSP
2932,10974,instruct|APID|biogrid|mint|intact|pina
2908,10202,encode
27185,80325,intact
4773,7124,innatedb
1815,8452,inweb|HIPPIE|HINT-complex
1312,84641,intact|hiunion
2668,192683,hiunion
4130,27185,APID|biogrid|intact|litbm17|pina
2932,26272,PhosphoSP|KinomeNetX
2932,7431,instruct|APID|biogrid|HIPPIE|intact|mint
4747,29970,APID|intact
5747,27185,intact
4790,7124,encode
2783,2908,pina|APID|biogrid|inweb
4747,23299,bioplex
1312,200232,intact|hiunion
3146,3553,innatedb
7124,8737,innatedb|HIPPIE|HINT-binary|inweb|HINT-complex
2932,5581,PhosphoSP|KinomeNetX
775,2782,pina|APID|inweb
1018,2289,bioplex|HIPPIE
1312,55273,intact|hiunion
27185,80351,pina|APID|intact|inweb
5915,27185,intact
2908,3593,inweb
1408,9575,APID|biogrid|inweb
27185,55656,intact
2932,64750,inweb
1454,9575,APID|litbm17|biogrid|inweb
221,2908,encode
27185,30849,intact
10765,27185,intact
2908,10499,interactome3d|instruct|APID|biogrid|HINT-binary|litbm17|inweb|pina|HINT-complex
6285,6386,intact|hiunion
1312,10155,encode
26098,27185,intact
775,784,instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb|pina
23043,27185,APID|biogrid|HIPPIE|intact|pina
23049,27185,intact
3358,10162,bioplex
7124,8945,inweb
4747,9146,biogrid|hiunion
3358,11231,bioplex
4524,6886,encode
1147,2289,HINT-binary|inweb|HIPPIE|HINT-complex
1813,2036,APID|litbm17|biogrid|inweb
3358,3704,bioplex
2908,3329,pina|APID|biogrid
2932,4287,PhosphoSP|instruct|APID|biogrid|HIPPIE|KinomeNetX|HINT-binary|intact|mint|litbm17|inweb
2908,22936,encode
2908,10155,inweb|HIPPIE|HINT-complex
2908,9684,encode
639,2908,innatedb
5142,27185,instruct|APID|biogrid|HIPPIE|intact|pina
2289,5241,inweb|HIPPIE|HINT-complex
468,27185,instruct|APID|biogrid|HINT-binary|intact|pina
2908,5599,PhosphoSP|HIPPIE|KinomeNetX
1813,56994,mint|intact
2289,26523,HINT-binary|HIPPIE|HINT-complex
4524,25942,encode
2932,3725,PhosphoSP|instruct|APID|HIPPIE|KinomeNetX|HINT-binary|intact|litbm17|inweb|HINT-complex
10208,27185,intact
27185,55770,intact
1312,388372,hiunion
331,2932,inweb|PhosphoSP|HIPPIE|HINT-complex
2628,27185,intact
2908,29082,encode
2908,9729,pina|APID|intact|litbm17
23499,27185,APID|biogrid|HIPPIE|intact|pina
2908,677831,encode
27185,55763,APID|biogrid|HIPPIE|intact|pina
27185,80705,hiunion
4747,6709,inweb|HIPPIE
2670,6093,PhosphoSP|HIPPIE|KinomeNetX
6282,6285,APID|biogrid|HIPPIE|intact|litbm17|inweb
1020,9575,PhosphoSP
367,2932,inweb|signalink|HIPPIE
3553,23633,signalink
1821,27185,intact
5287,27185,intact
3553,80149,inweb
27185,149473,instruct|APID|biogrid|HIPPIE|intact|pina
1312,25942,encode
1756,27185,instruct|APID|biogrid|HIPPIE|intact|pina
1268,3356,APID|intact
27185,133619,intact
1813,1813,interactome3d|instruct|APID|HIPPIE|HINT-binary|intact|insider|litbm17|mint|pina
1990,27185,bioplex
6767,7124,pina|APID|intact
27185,60493,intact
1667,2932,biogrid
1915,2932,instruct|APID|biogrid|mint|intact|pina
1437,2908,innatedb
7094,27185,intact
2908,8204,instruct|APID|biogrid|HIPPIE|HINT-binary|litbm17|inweb|pina|HINT-complex
7124,8170,intact|hiunion
2908,26277,encode
2908,8342,encode
826,7124,bioplex|HIPPIE
1460,9575,APID|litbm17|biogrid|inweb
10718,27185,intact
2908,23469,pina|APID|intact
6222,7124,pina|APID|intact|HIPPIE
190,2908,APID|biogrid|HIPPIE
2908,200634,APID|biogrid
4128,10273,instruct
2908,6187,encode
27185,85444,intact
4684,84548,bioplex|HIPPIE
2289,6885,inweb
2289,2560,APID|intact|instruct
1051,7124,innatedb
9826,27185,intact
9267,27185,intact
1198,2289,bioplex|HIPPIE
2908,4088,encode|inweb|HIPPIE|HINT-complex
2624,2668,signalink
1548,2908,inweb
2908,9540,encode
2670,6271,HIPPIE
9989,27185,instruct|APID|biogrid|HIPPIE|intact|pina
2908,25852,signalink
2670,3146,bioplex
2932,11186,PhosphoSP|inweb|KinomeNetX
2932,9759,PhosphoSP|inweb|KinomeNetX
2908,6598,HIPPIE
2289,6795,bioplex|HIPPIE
2908,10739,APID|biogrid
2908,3172,inweb
1312,255275,hiunion
2670,154313,instruct|hiunion|APID|biogrid|HINT-binary|intact
1353,2908,encode
3356,4832,pina|APID|intact
1500,27185,intact
2908,63925,encode
2908,6595,APID|HIPPIE|intact|litbm17|inweb
1903,3350,inweb
3356,8665,pina|APID|intact
1815,4690,inweb
1362,7124,bioplex|HIPPIE
9984,27185,intact
2932,83596,PhosphoSP|KinomeNetX
3358,79143,bioplex
2908,652968,encode
2670,57594,hiunion
27185,55704,instruct|APID|biogrid|HIPPIE|intact|pina
8045,27185,pina|APID|intact|biogrid
2289,4176,APID|intact|instruct
10168,27185,instruct|APID|biogrid|HIPPIE|intact|pina
27185,150572,hiunion
3899,27185,intact
2908,122706,encode
121278,121278,insider|instruct
2534,3553,inweb
4684,10456,bioplex|HIPPIE
4747,147700,APID|intact|biogrid|hiunion
7283,27185,pina
3358,3992,bioplex
1795,2908,APID|biogrid
4089,7422,innatedb
2289,55070,APID|intact|instruct
7124,8570,innatedb|inweb
22859,27185,intact
2321,7422,interactome3d|instruct|APID|HIPPIE|HINT-binary|intact|insider|litbm17|inweb|pina|bioplex|HINT-complex
27185,51667,intact
2908,6929,innatedb
2802,27185,intact
2908,80258,APID|biogrid
2908,51175,qubic
3663,7124,inweb
3356,4130,pina|APID|intact
2908,317781,encode
1815,3765,innatedb|inweb
2289,10726,HINT-binary
2623,3569,signalink
9330,27185,intact
3350,3350,instruct|HIPPIE|HINT-binary|intact|litbm17
9575,85457,APID|biogrid|HIPPIE|litbm17|bioplex
3358,5354,mint|intact
1499,4915,signalink
2932,3726,PhosphoSP
154,1312,innatedb
2932,55182,inweb
2289,90957,APID|intact|instruct
27185,55030,intact|hiunion
3553,3841,signalink
27185,152206,hiunion
2908,145483,APID|biogrid
1856,2908,encode
2908,6687,encode
2932,7321,instruct|APID|biogrid|mint|intact|pina
2670,27229,instruct|hiunion|APID|biogrid|HINT-binary|pina
150,2932,signalink
1432,2932,PhosphoSP
3358,94097,bioplex
2908,6281,encode
1813,10313,mint|intact
2289,6446,bioplex|HIPPIE
3569,7704,instruct|APID|HIPPIE|HINT-binary|intact|litbm17
602,2908,encode
27185,283208,bioplex
27185,79637,hiunion
3358,23392,bioplex
8419,27185,hiunion
2289,23386,HINT-binary|HIPPIE|HINT-complex
1641,2932,PhosphoSP|KinomeNetX
3842,27185,intact
2908,128710,encode
27185,79839,hiunion
2908,10891,APID|inweb|biogrid|HIPPIE
27185,440295,intact
3184,7422,inweb|HIPPIE|HINT-complex
3358,84920,bioplex
2669,27185,hiunion
3356,7022,signalink
1500,2932,signalink|HIPPIE
1813,79948,mint|intact
6443,7124,intact|hiunion
3358,9772,mint|intact
2932,9862,instruct|APID|biogrid|mint|intact|pina
9975,27185,intact
2908,55672,encode
4747,64689,APID|intact|biogrid|hiunion
5924,27185,intact
367,2289,inweb|HIPPIE|HINT-complex
11216,27185,intact
2908,51564,encode
4915,5318,signalink
2932,11161,instruct|APID|biogrid|mint|intact|pina
2908,5894,inweb|HIPPIE
5706,27185,intact
2908,7205,innatedb
1052,2932,PhosphoSP
3866,4747,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact
2670,54967,intact|hiunion
2908,3175,inweb
2289,7846,HINT-binary
2908,5536,inweb
2932,3141,KinomeNetX
7124,23512,innatedb
2670,79959,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact
2932,4666,PhosphoSP|KinomeNetX
2289,144699,APID|intact|instruct
3350,84324,intact
27185,222236,intact
7124,256815,hiunion
7124,8717,innatedb|HIPPIE|HINT-binary|inweb|HINT-complex
2932,120892,inweb
3358,51704,mint|intact
801,1813,HIPPIE
2908,3911,encode
27185,57609,intact
27185,154313,hiunion
1981,27185,intact
6532,9693,qubic
2908,2909,signalink
6532,246184,qubic
2908,8363,encode
27185,79085,intact
2932,7770,instruct|APID|biogrid|mint|intact|pina
2932,81858,qubic
27185,344148,intact
3569,6456,instruct|innatedb|APID|biogrid|HIPPIE|HINT-binary|intact|pina
2932,4780,PhosphoSP|inweb
2908,7132,encode
10611,27185,intact
2932,23317,instruct|APID|biogrid|mint|intact|pina
2932,5566,PhosphoSP|signalink|HIPPIE|KinomeNetX|inweb|HINT-complex
2289,6603,APID|intact|instruct
9857,27185,intact
1605,7124,bioplex|HIPPIE
2932,3872,signalink
2908,11319,APID|biogrid|HIPPIE|inweb|pina
2006,2908,encode
2932,65110,instruct|APID|biogrid|intact|pina
2908,5600,PhosphoSP|KinomeNetX
627,7161,signalink
6812,27185,intact
2289,57104,HINT-binary
2932,4790,innatedb|inweb|KinomeNetX
2932,7307,bioplex
7422,10664,encode
1312,125115,instruct|hiunion|APID|biogrid|HINT-binary|intact
3458,51131,innatedb
2908,8335,encode
357,27185,intact
4074,6532,qubic
3897,4684,HIPPIE
5708,27185,intact
4747,5901,APID|intact|instruct
2709,2932,instruct|APID|biogrid|mint|intact|pina
2908,90632,encode
1540,7124,inweb|HIPPIE|HINT-complex
3358,162427,bioplex
5868,7124,inweb
1813,2907,mint|intact
1312,403313,intact|hiunion
2932,10023,interactome3d|PhosphoSP|instruct|qubic|APID|HIPPIE|KinomeNetX|HINT-binary|intact|insider|litbm17|inweb
4524,8061,encode
1727,7124,intact|hiunion
2908,79637,signalink
27185,51594,intact
627,5978,encode|signalink
4915,8502,signalink
27185,90293,intact
2908,5675,encode
7422,10894,inweb
27185,54870,intact
2670,3881,intact|hiunion
2932,8030,inweb
23170,27185,intact
2908,57547,encode
2289,84893,APID|intact|instruct
8621,27185,intact
2908,3416,inweb
2670,3880,APID|intact|biogrid|hiunion
744,27185,intact
2932,26256,PhosphoSP|APID|KinomeNetX|intact|litbm17|inweb
3358,10527,bioplex
2932,4851,inweb|HIPPIE
2908,7316,encode|inweb|HINT-complex
9575,9975,APID|litbm17|biogrid
2932,80700,instruct|APID|biogrid|mint|intact|pina
2908,5371,pina|APID|biogrid|instruct
3553,9576,signalink
27185,84669,intact
5717,27185,intact
27185,84289,intact
1813,8834,mint|intact
2670,10482,instruct|hiunion|APID|biogrid|HINT-binary|intact
2912,3356,APID|intact
801,7124,HIPPIE
2932,5579,PhosphoSP|APID|HIPPIE|KinomeNetX|intact
1628,9575,APID|biogrid|inweb
2932,55544,PhosphoSP
2908,3688,encode
7267,27185,intact
27185,79158,instruct|APID|biogrid|HIPPIE|intact|pina
2932,5295,signalink|inweb
3553,3728,signalink
1312,2705,intact|hiunion
2932,7153,PhosphoSP|inweb|KinomeNetX
5252,27185,hiunion
2908,55156,signalink
3553,219681,signalink
3553,6774,innatedb
581,2932,PhosphoSP|KinomeNetX
1312,2709,intact|hiunion
2932,11183,PhosphoSP|KinomeNetX
1312,9028,intact|hiunion
3358,7167,mint|intact
2908,8031,pina|APID|biogrid|inweb
60,27185,intact
9862,27185,intact
9869,27185,intact
2932,4760,KinomeNetX
2908,55112,encode
26052,27185,intact
805,7124,HIPPIE
2908,389170,encode
3631,27185,intact
775,783,inweb
2932,7428,PhosphoSP|KinomeNetX
2908,101340251,encode
3569,54790,innatedb
27185,151254,hiunion
905,4524,encode
27185,60412,instruct|APID|biogrid|intact|pina
27185,283450,intact
7124,140609,bioplex|HIPPIE
7629,27185,hiunion
6711,27185,instruct|APID|biogrid|HIPPIE|intact|pina
6868,7124,HIPPIE
27185,285753,instruct|APID|biogrid|intact|pina
2289,4149,qubic
1605,4133,pina|inweb
627,200232,hiunion
2908,5594,HIPPIE
1051,3553,HINT-binary|innatedb
3358,57650,bioplex
3458,6772,innatedb
1312,27173,intact|hiunion
2932,23291,APID|biogrid
466,3458,innatedb
27185,65244,intact
2597,2932,instruct|APID|biogrid|mint|intact|pina
4133,55156,bioplex|HIPPIE
6285,55216,instruct|hiunion|APID|biogrid|intact|mint|pina
2782,2908,pina|APID|biogrid|inweb
1813,2861,mint|intact
636,2932,innatedb|APID|intact|mint|litbm17|inweb
2932,55156,signalink
2908,8214,encode
2670,4005,instruct|hiunion|APID|biogrid|HINT-binary|intact
2932,4582,PhosphoSP|innatedb|HIPPIE|KinomeNetX|inweb|HINT-complex
2932,7157,PhosphoSP|instruct|APID|signalink|biogrid|HIPPIE|KinomeNetX|HINT-binary|intact|mint|litbm17|inweb
1499,2932,PhosphoSP|instruct|innatedb|APID|signalink|KinomeNetX|HINT-binary|intact|litbm17|inweb|HINT-complex
1390,7124,innatedb
2670,4342,instruct|hiunion|APID|biogrid|HINT-binary|intact
444,3358,bioplex
4524,10018,bioplex|HIPPIE
2908,6613,HIPPIE
2908,8557,encode
7124,23118,inweb|HIPPIE|HINT-complex
27185,84220,intact
2932,10891,inweb
1312,1903,intact
10127,27185,intact
27185,56062,intact
1130,27185,intact
2908,79097,encode
8697,27185,hiunion
4168,27185,intact
2670,55633,intact|hiunion
738,2932,instruct|APID|biogrid|mint|intact|pina
1813,4723,mint|intact
2810,2908,APID|biogrid|HIPPIE|intact|mint|inweb|pina
2908,574042,encode
27185,55088,intact
27185,154796,hiunion
2908,56892,encode
4747,5594,PhosphoSP|KinomeNetX
2908,152687,encode
2908,8202,inweb|HIPPIE|HINT-complex
1813,7102,mint|intact
27185,161742,intact
983,4524,PhosphoSP
1813,6252,mint|intact
2668,7161,signalink
2908,6811,encode
406,2932,PhosphoSP|KinomeNetX
8676,27185,bioplex|hiunion
3553,6772,innatedb
2289,10420,APID|instruct
7124,142678,HIPPIE|HINT-complex
2908,692201,encode
2932,4261,PhosphoSP|inweb|KinomeNetX
2908,4322,innatedb
2932,3841,signalink
26050,27185,intact
3358,4544,intact
2908,10971,encode
2932,51569,instruct|APID|biogrid|mint|intact|pina
27185,283742,intact
6532,9531,qubic
4915,53358,PhosphoSP|APID|biogrid|KinomeNetX|HIPPIE|litbm17|inweb
1312,10664,encode
3458,3659,innatedb
2932,11040,instruct|APID|biogrid|mint|intact|pina
627,3024,intact
2908,3304,APID|litbm17|HIPPIE|inweb
2908,2967,encode
2908,6584,encode
1312,390212,intact|hiunion
27185,64430,instruct|APID|biogrid|HIPPIE|intact|pina
7124,55529,intact|hiunion
1312,10791,intact|hiunion
2932,56957,KinomeNetX
800,2908,encode
27185,85458,intact
10651,27185,intact
821,6532,inweb
27185,84959,hiunion
2908,9168,encode
2908,6418,APID|biogrid|litbm17|inweb|pina
2033,9575,inweb
2932,11171,inweb|HIPPIE
3358,10175,intact|hiunion
7124,55072,inweb|HIPPIE|HINT-complex
27185,50488,intact
2908,161424,encode
2289,26052,APID|intact|instruct
4478,6532,qubic
2908,3191,encode
9623,27185,bioplex|HIPPIE
3553,150709,signalink
4908,4915,inweb
27185,112755,intact
2908,10980,innatedb|inweb
22880,27185,intact
2670,7431,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|bioplex
27185,58533,APID|biogrid|HIPPIE|intact|pina
2670,5601,intact|hiunion
52,2908,pina|APID|intact
1813,3763,inweb
1312,112267859,hiunion
3933,7422,interactome3d|insider|instruct
3358,7009,intact|hiunion
1832,27185,intact
2908,84923,encode
1152,27185,intact
3860,4747,APID|intact|biogrid|hiunion
983,2670,APID|intact
6885,7124,inweb|HIPPIE|HINT-complex
2289,55631,HINT-binary
2908,9501,encode
7124,90993,intact|hiunion
3553,6688,HINT-binary|innatedb
2932,5583,PhosphoSP|KinomeNetX
9779,27185,intact
3358,6640,innatedb
23080,27185,intact
2932,11280,PhosphoSP
4756,7124,bioplex|HIPPIE
2670,10763,bioplex
27185,90417,intact
2932,23401,innatedb|inweb|HIPPIE
27185,64786,intact
3358,23042,bioplex
27185,196385,intact
4747,26051,instruct|hiunion|APID|biogrid|HINT-binary
4133,9738,APID|intact|inweb
2932,728358,instruct|APID|mint|intact|pina
9472,27185,instruct|APID|biogrid|intact|pina
2670,4087,pina|APID|intact
2670,5663,APID|biogrid|HIPPIE|litbm17|inweb|pina
814,2670,KinomeNetX
2908,51522,encode
2289,8814,bioplex|HIPPIE
2289,5562,HIPPIE
6285,79026,inweb
10920,27185,intact
2908,51639,encode
10142,27185,instruct|APID|biogrid|HIPPIE|HINT-binary|intact|pina
2908,146862,encode
4747,9463,intact
4747,286077,bioplex
627,11200,PhosphoSP
22823,27185,intact
1490,7422,inweb
2908,9669,pina|APID|intact
3553,147166,innatedb
4942,27185,intact
2932,5663,PhosphoSP|HIPPIE|KinomeNetX|HINT-binary|inweb
775,775,interactome3d
2289,10533,bioplex
2908,8626,signalink
27185,50649,intact
2932,54566,qubic
2908,26792,encode
2289,79858,bioplex
2289,6709,intact
2908,4306,instruct|APID|biogrid|HIPPIE|litbm17|inweb|HINT-complex
3569,3659,innatedb
23336,27185,mint|APID|intact|inweb
2932,64062,qubic
738,27185,intact
2908,3678,encode
2932,6790,PhosphoSP|signalink|HIPPIE|KinomeNetX|inweb|HINT-complex
2908,55006,encode
2908,4602,signalink
4133,51144,intact
27185,53353,intact
1815,59349,instruct|HIPPIE|HINT-binary|inweb|HINT-complex
3358,23534,bioplex
4747,7124,pina|APID|intact
25814,27185,intact
2670,9729,instruct|hiunion|APID|biogrid|HINT-binary|intact
2908,51503,pina|APID|intact
815,2670,HIPPIE
1937,2932,instruct|APID|biogrid|mint|intact|pina
3184,7124,inweb
27185,51747,intact
7124,9516,innatedb
10297,27185,intact
2908,51279,encode
598,2932,PhosphoSP|KinomeNetX
3358,79137,bioplex
2908,5970,innatedb|inweb|HINT-complex
7531,121278,APID|mint|intact|inweb|pina
2908,7295,instruct|APID|biogrid|HIPPIE|litbm17|inweb|HINT-complex
2908,60484,encode
7965,27185,hiunion
4133,4193,instruct|APID|HIPPIE|HINT-binary|intact|litbm17|pina
4747,167838,instruct|hiunion|APID|biogrid|HINT-binary
3458,3836,signalink
7124,26045,hiunion
801,2908,HIPPIE
6872,27185,intact
1655,27185,intact
2932,8521,PhosphoSP|KinomeNetX
2932,84467,instruct|APID|biogrid|mint|intact|pina
2932,10365,inweb
2289,10000,bioplex
2146,27185,intact
2932,8473,PhosphoSP|signalink
2683,2908,encode
409,3356,APID|intact
2908,8562,encode
291,2908,HIPPIE
23647,27185,intact
2289,2289,HINT-binary|interactome3d|insider|instruct
2078,2289,inweb
27185,80232,intact
3358,57827,bioplex
999,2932,APID|intact|inweb
5566,121278,PhosphoSP|KinomeNetX
2908,9135,encode
2908,55819,encode
2908,284948,encode
3358,9918,bioplex
668,2932,PhosphoSP
2915,7316,inweb
7124,55178,intact|hiunion
2908,26579,encode
1815,54102,pina|APID|biogrid
2289,4174,instruct|APID|HIPPIE|HINT-binary|intact
1410,7422,inweb|HIPPIE
2670,8517,instruct|APID|biogrid|HINT-binary|intact|pina
27185,55036,intact
2908,10560,encode
2908,7296,encode
6195,6285,interactome3d|instruct
9219,27185,intact
2908,8817,encode
2932,5318,signalink
3358,83985,mint|intact
768,2908,encode
2908,115992,encode
5592,6532,PhosphoSP|KinomeNetX
2932,9603,inweb
6271,6285,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|mint|litbm17|inweb|pina
25914,27185,intact
3458,3841,signalink
2932,79174,instruct|APID|mint|intact|pina
1277,27185,intact
546,27185,intact
309,6285,inweb|HIPPIE
2908,3024,encode
3123,27185,intact
2289,79892,instruct|hiunion|APID|HINT-binary|litbm17
2932,7791,KinomeNetX
2932,3507,instruct|APID|biogrid|mint|intact|pina
27146,27185,intact
2670,84807,intact|hiunion
3458,6774,innatedb
2908,84879,encode
4133,4747,inweb
3358,23066,bioplex
2908,144100,encode
9256,27185,APID|biogrid|instruct
2670,56891,instruct|hiunion|APID|biogrid|HINT-binary|intact
2670,6285,HIPPIE
1326,2289,APID|intact|instruct
2908,92565,encode
5295,27185,intact
2908,10221,encode
2012,3358,intact|hiunion
4747,10783,hiunion
2908,3211,inweb
3308,7422,inweb|HIPPIE|HINT-complex
3553,3662,HINT-binary|innatedb
4747,23281,biogrid|hiunion
2908,7538,encode
27185,55958,intact
1967,2908,encode
6532,6622,inweb|HIPPIE|HINT-complex
2908,4739,encode
47,2932,HIPPIE
2705,7422,hiunion
2908,79791,encode
2908,3895,pina|APID|intact
3612,6285,inweb
3458,5966,signalink
4915,23633,signalink
3358,11335,mint|intact
23085,27185,intact
3569,10664,encode
2932,7088,instruct|APID|biogrid|mint|intact|pina
627,50848,instruct|APID|biogrid|HINT-binary|intact|pina
8193,27185,intact
2915,2915,interactome3d|instruct|HINT-binary|insider|pina
2932,7374,PhosphoSP
27185,27339,intact
2634,2932,instruct|APID|biogrid|mint|intact|pina
3458,3459,interactome3d|instruct|innatedb|APID|signalink|biogrid|HIPPIE|HINT-binary|intact|litbm17|inweb|bioplex|HINT-complex
4128,4128,interactome3d|insider|instruct
25904,27185,intact
4772,7124,innatedb
408,2932,inweb
2908,64978,encode
7280,27185,instruct|APID|biogrid|HIPPIE|intact|pina
1020,1813,PhosphoSP
2289,23600,bioplex
2289,140901,bioplex
1312,5885,encode
2670,9260,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact
4692,4747,instruct|hiunion|APID|biogrid|HIPPIE|HINT-binary|intact|inweb
4747,7013,instruct|APID|biogrid|HINT-binary|intact|pina
2670,10152,intact|hiunion
1312,80270,intact|hiunion
2908,11187,signalink
4128,63943,instruct
2932,5528,inweb
7422,7448,inweb
2932,6166,instruct|APID|biogrid|mint|intact|pina
1813,79086,mint|intact
7124,80789,bioplex|HIPPIE
5529,9575,APID|biogrid
